session_id,start_utc,start_local,end_utc,end_local,tz_offset,hour_local,day_of_week,duration_min,is_after_2pm,is_subagent,user_messages,assistant_turns,tool_uses,tool_results,total_input_tokens,total_output_tokens,total_cache_read_tokens,total_cache_creation_tokens,avg_input_per_turn,avg_output_per_turn,cache_hit_rate,models_used,primary_model,service_tiers,inference_geos,speed_modes,avg_user_msg_length,median_user_msg_length,avg_assistant_text_length,median_assistant_text_length,avg_thinking_length,thinking_depth_ratio,empty_responses,abandoned_frustrated,tool_success_rate,tool_loops,short_user_msgs,correction_signals,frustration_signals,consecutive_corrections,question_marks_from_user,exclamation_marks_from_user,user_msgs_under_10_chars,user_msgs_under_30_chars,stop_reasons,end_turn_count,tool_use_stop_count,max_tokens_count,unique_tools_used,tool_names,advisor_calls,system_events,compact_boundaries,hook_errors,session_entries_total,turns_per_minute,tokens_per_minute,output_tokens_per_user_msg,is_short_session,is_fragmented
02ac644a90a2,2026-03-09T06:47:56.116000+00:00,2026-03-09 16:47:56,2026-03-09T06:48:19.506000+00:00,2026-03-09 16:48:19,+10:00,16,Monday,0.4,1,1,1,16,13,0,96,1473,383825,71729,6.0,92.0,84.3,claude-haiku-4-5-20251001:16,claude-haiku-4-5-20251001,standard,not_available,standard,554,554,810,182,0,0.0,13,0,0.0,3,0,0,0,0,0,0,0,0,tool_use:3|end_turn:1,1,3,0,3,Bash|Glob|Read,0,0,0,0,83,41.04,4025.0,1473.0,1,1
3b48521e6a59,2026-03-09T06:47:58.701000+00:00,2026-03-09 16:47:58,2026-03-09T06:48:06.379000+00:00,2026-03-09 16:48:06,+10:00,16,Monday,0.1,1,0,0,2,0,0,1244,719,0,0,622.0,360.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,770,770,2290,2.97,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,15.63,15340.0,719.0,1,0
deeb8ce93c0f,2026-03-09T06:48:03.308000+00:00,2026-03-09 16:48:03,2026-03-09T06:48:11.620000+00:00,2026-03-09 16:48:11,+10:00,16,Monday,0.1,1,0,1,2,0,0,1070,690,0,0,535.0,345.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,222,222,17,17,2466,145.06,2,0,0.0,0,0,0,0,0,1,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,14.44,12705.0,690.0,1,1
186cb548d6ff,2026-03-09T06:48:53.148000+00:00,2026-03-09 16:48:53,2026-03-09T06:49:00.627000+00:00,2026-03-09 16:49:00,+10:00,16,Monday,0.1,1,0,0,2,0,0,1192,834,0,0,596.0,417.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,748,748,2537,3.39,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,16.04,16254.0,834.0,1,0
e3d42ff437fc,2026-03-09T06:49:23.452000+00:00,2026-03-09 16:49:23,2026-03-09T06:49:29.763000+00:00,2026-03-09 16:49:29,+10:00,16,Monday,0.1,1,0,1,3,1,1,4408,452,0,0,1469.0,151.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,591,591,0,0,597,597.0,3,0,100.0,0,0,1,0,0,2,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__reply_to_human,0,0,0,0,8,28.52,46205.0,452.0,1,1
a836ced939df,2026-03-09T06:50:08.539000+00:00,2026-03-09 16:50:08,2026-03-09T06:50:21.374000+00:00,2026-03-09 16:50:21,+10:00,16,Monday,0.2,1,0,1,2,0,0,4,687,9904,0,2.0,344.0,100.0,claude-sonnet-4-6:2,claude-sonnet-4-6,standard,not_available,standard,11870,11870,2,2,1626,813.0,2,0,0.0,0,0,1,0,0,0,5,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,9.35,3230.0,687.0,1,1
863cb93f6756,2026-03-09T06:50:36.858000+00:00,2026-03-09 16:50:36,2026-03-09T06:50:45.240000+00:00,2026-03-09 16:50:45,+10:00,16,Monday,0.1,1,0,1,3,1,1,4621,635,0,0,1540.0,212.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,701,701,0,0,883,883.0,3,0,100.0,0,0,1,0,0,3,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__reply_to_human,0,0,0,0,8,21.47,37623.0,635.0,1,1
fdc12e77f7e0,2026-03-09T06:51:52.123000+00:00,2026-03-09 16:51:52,2026-03-09T06:52:01.312000+00:00,2026-03-09 16:52:01,+10:00,16,Monday,0.2,1,0,1,3,1,1,4985,609,0,0,1662.0,203.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,1354,1354,0,0,804.0,803.5,3,0,100.0,0,0,0,0,0,10,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__reply_to_human,0,0,0,0,8,19.59,36526.0,609.0,1,1
ca0f0e7a315a,2026-03-09T06:52:08.134000+00:00,2026-03-09 16:52:08,2026-03-09T06:52:44.918000+00:00,2026-03-09 16:52:44,+10:00,16,Monday,0.6,1,0,1,2,0,0,20,2981,76316,102074,10.0,1490.0,42.8,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,25133,25133,2487,2487,4358,1.75,1,1,0.0,0,0,2,1,0,53,50,0,0,end_turn:1,1,0,0,0,,0,0,0,0,13,3.26,4895.0,2981.0,1,1
536113bfc193,2026-03-09T06:52:26.824000+00:00,2026-03-09 16:52:26,2026-03-09T06:52:36.114000+00:00,2026-03-09 16:52:36,+10:00,16,Monday,0.2,1,0,1,5,2,2,8650,707,0,0,1730.0,141.0,0.0,claude-haiku-4-5-20251001:5,claude-haiku-4-5-20251001,standard,not_available,standard,915,915,0,0,463,463.0,5,1,100.0,0,0,1,1,0,4,0,0,0,tool_use:2|end_turn:1,1,2,0,2,mcp__draad-tools__reply_to_human|mcp__draad-tools__send_message,0,0,0,0,11,32.29,60433.0,707.0,1,1
b325e9ac6d7d,2026-03-09T06:52:37.841000+00:00,2026-03-09 16:52:37,2026-03-09T06:52:57.086000+00:00,2026-03-09 16:52:57,+10:00,16,Monday,0.3,1,0,1,4,1,1,8864,1658,0,0,2216.0,414.0,0.0,claude-haiku-4-5-20251001:4,claude-haiku-4-5-20251001,standard,not_available,standard,1636,1636,453,453,2106,4.65,3,0,100.0,0,0,1,0,0,10,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__send_message,0,0,0,0,9,12.47,32804.0,1658.0,1,1
70500491c73c,2026-03-09T06:52:57.881000+00:00,2026-03-09 16:52:57,2026-03-09T06:53:11.279000+00:00,2026-03-09 16:53:11,+10:00,16,Monday,0.2,1,0,1,3,1,1,6306,1153,0,0,2102.0,384.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,2260,2260,0,0,1522.0,1521.5,3,0,100.0,0,0,0,0,0,9,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__send_message,0,0,0,0,8,13.43,33403.0,1153.0,1,1
7f310f2202e4,2026-03-09T06:53:15.850000+00:00,2026-03-09 16:53:15,2026-03-09T06:53:27.494000+00:00,2026-03-09 16:53:27,+10:00,16,Monday,0.2,1,0,1,3,1,1,6043,802,0,0,2014.0,267.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,2475,2475,0,0,1120.0,1119.5,3,0,100.0,0,0,0,0,0,7,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__send_message,0,0,0,0,8,15.46,35271.0,802.0,1,1
23a7d04e11a1,2026-03-09T06:53:23.229000+00:00,2026-03-09 16:53:23,2026-03-09T06:54:27.584000+00:00,2026-03-09 16:54:27,+10:00,16,Monday,1.1,1,0,1,2,0,0,20,5899,84156,77088,10.0,2950.0,52.2,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,3166,3166,2541,2541,10155,4.0,1,0,0.0,0,0,1,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,13,1.86,5518.0,5899.0,1,1
cf8f4e61494c,2026-03-09T06:53:30.174000+00:00,2026-03-09 16:53:30,2026-03-09T06:53:42.660000+00:00,2026-03-09 16:53:42,+10:00,16,Monday,0.2,1,0,1,4,1,1,7674,674,0,0,1918.0,168.0,0.0,claude-haiku-4-5-20251001:4,claude-haiku-4-5-20251001,standard,not_available,standard,1957,1957,203,203,881,4.34,3,0,100.0,0,0,0,0,0,4,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__send_message,0,0,0,0,9,19.22,40115.0,674.0,1,1
e4a799bac042,2026-03-09T06:53:42.842000+00:00,2026-03-09 16:53:42,2026-03-09T06:53:52.221000+00:00,2026-03-09 16:53:52,+10:00,16,Monday,0.2,1,0,1,3,1,1,4872,524,0,0,1624.0,175.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,1152,1152,0,0,729,729.0,3,0,100.0,0,0,1,0,0,2,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__send_message,0,0,0,0,8,19.19,34520.0,524.0,1,1
d4455475b222,2026-03-09T06:53:49.146000+00:00,2026-03-09 16:53:49,2026-03-09T06:53:55.749000+00:00,2026-03-09 16:53:55,+10:00,16,Monday,0.1,1,0,1,3,1,1,4468,517,0,0,1489.0,172.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,580,580,0,0,628,628.0,3,0,100.0,0,0,1,0,0,1,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__reply_to_human,0,0,0,0,8,27.26,45298.0,517.0,1,1
3caa4c239160,2026-03-09T06:54:02.508000+00:00,2026-03-09 16:54:02,2026-03-09T06:54:21.568000+00:00,2026-03-09 16:54:21,+10:00,16,Monday,0.3,1,0,1,7,3,3,16154,1676,0,0,2308.0,239.0,0.0,claude-haiku-4-5-20251001:7,claude-haiku-4-5-20251001,standard,not_available,standard,1032,1032,252,252,1339,5.31,6,0,100.0,0,0,0,0,0,2,0,0,0,tool_use:2|end_turn:1,1,2,0,2,mcp__draad-tools__search_history|mcp__draad-tools__send_message,0,0,0,0,14,22.04,56128.0,1676.0,1,1
d9f508680017,2026-03-09T06:54:27.967000+00:00,2026-03-09 16:54:27,2026-03-09T06:54:34.499000+00:00,2026-03-09 16:54:34,+10:00,16,Monday,0.1,1,0,1,5,2,2,8313,251,0,0,1663.0,50.0,0.0,claude-haiku-4-5-20251001:5,claude-haiku-4-5-20251001,standard,not_available,standard,500,500,0,0,412.0,412.33,5,0,100.0,0,0,1,0,0,0,0,0,0,tool_use:1|end_turn:1,1,1,0,2,mcp__draad-tools__reply_to_human|mcp__draad-tools__search_history,0,0,0,0,11,45.93,78665.0,251.0,1,1
74ad36ae5095,2026-03-09T06:54:35.501000+00:00,2026-03-09 16:54:35,2026-03-09T06:55:01.771000+00:00,2026-03-09 16:55:01,+10:00,16,Monday,0.4,1,0,1,2,0,0,20,914,84156,76172,10.0,457.0,52.5,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,1565,1565,224,224,2448,10.93,1,0,0.0,0,0,1,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,13,4.57,2133.0,914.0,1,1
f1cddfbe0250,2026-03-09T06:54:36.860000+00:00,2026-03-09 16:54:36,2026-03-09T06:54:45.444000+00:00,2026-03-09 16:54:45,+10:00,16,Monday,0.1,1,0,1,2,0,0,1766,822,0,0,883.0,411.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,1565,1565,208,208,2033,9.77,1,0,0.0,0,0,1,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,13.98,18089.0,822.0,1,1
f9d7df22e8bf,2026-03-09T06:55:00.086000+00:00,2026-03-09 16:55:00,2026-03-09T06:55:07.458000+00:00,2026-03-09 16:55:07,+10:00,16,Monday,0.1,1,0,1,3,1,1,4163,396,0,0,1388.0,132.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,347,347,0,0,558.0,558.5,3,0,100.0,0,0,0,0,0,1,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__reply_to_human,0,0,0,0,8,24.42,37105.0,396.0,1,1
31db7aadf3d2,2026-03-09T06:55:05.307000+00:00,2026-03-09 16:55:05,2026-03-09T07:07:51.029000+00:00,2026-03-09 17:07:51,+10:00,16,Monday,12.8,1,0,4,132,81,81,240,33142,12111448,319452,2.0,251.0,97.4,claude-sonnet-4-6:132,claude-sonnet-4-6,standard,not_available,standard,2024.0,1837.0,148.0,78,864.0,5.84,112,0,100.0,20,0,5,0,1,0,0,0,0,tool_use:59|end_turn:3,3,59,0,4,Bash|Edit|Read|Write,0,0,0,0,227,10.34,2616.0,8286.0,0,0
d94a46a851bd,2026-03-09T06:55:07.783000+00:00,2026-03-09 16:55:07,2026-03-09T06:55:14.448000+00:00,2026-03-09 16:55:14,+10:00,16,Monday,0.1,1,0,1,2,0,0,1892,633,0,0,946.0,316.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,1871,1871,848,848,2067,2.44,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,18.0,22731.0,633.0,1,1
659e6f12b413,2026-03-09T06:55:12.154000+00:00,2026-03-09 16:55:12,2026-03-09T06:55:19.231000+00:00,2026-03-09 16:55:19,+10:00,16,Monday,0.1,1,0,1,2,0,0,982,590,0,0,491.0,295.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,96,96,27,27,2216,82.07,2,0,0.0,0,0,0,0,0,1,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,16.96,13328.0,590.0,1,1
75b043ced22d,2026-03-09T06:56:26.352000+00:00,2026-03-09 16:56:26,2026-03-09T06:56:32.210000+00:00,2026-03-09 16:56:32,+10:00,16,Monday,0.1,1,0,0,2,0,0,2658,6,0,0,1329.0,3.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,unknown,0,0,642,642,1427,2.22,1,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,6,20.0,26640.0,6.0,1,0
2519bbfb246e,2026-03-09T06:56:30.239000+00:00,2026-03-09 16:56:30,2026-03-09T06:56:36.344000+00:00,2026-03-09 16:56:36,+10:00,16,Monday,0.1,1,0,1,2,0,0,2512,662,0,0,1256.0,331.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,38,38,458,458,2064,4.51,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,19.66,31194.0,662.0,1,1
770821bad0aa,2026-03-09T06:57:10.826000+00:00,2026-03-09 16:57:10,2026-03-09T06:57:18.766000+00:00,2026-03-09 16:57:18,+10:00,16,Monday,0.1,1,0,1,2,0,0,2520,772,0,0,1260.0,386.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,60,60,372,372,2044,5.49,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,15.11,24877.0,772.0,1,1
546be88372d9,2026-03-09T06:57:44.038000+00:00,2026-03-09 16:57:44,2026-03-09T06:57:52.295000+00:00,2026-03-09 16:57:52,+10:00,16,Monday,0.1,1,0,0,2,0,0,1136,883,0,0,568.0,442.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,721,721,2441,3.39,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,14.53,14671.0,883.0,1,0
96affeef6074,2026-03-09T06:57:47.911000+00:00,2026-03-09 16:57:47,2026-03-09T06:57:52.698000+00:00,2026-03-09 16:57:52,+10:00,16,Monday,0.1,1,0,1,2,0,0,1002,456,0,0,501.0,228.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,150,150,16,16,1848,115.5,2,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,20.0,14580.0,456.0,1,1
9902c4a79fca,2026-03-09T06:58:43.577000+00:00,2026-03-09 16:58:43,2026-03-09T06:58:50.374000+00:00,2026-03-09 16:58:50,+10:00,16,Monday,0.1,1,0,0,2,0,0,1188,672,0,0,594.0,336.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,591,591,2268,3.84,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,17.65,16419.0,672.0,1,0
7f3b39fbe1b8,2026-03-09T06:58:47.396000+00:00,2026-03-09 16:58:47,2026-03-09T06:58:55.486000+00:00,2026-03-09 16:58:55,+10:00,16,Monday,0.1,1,0,1,2,0,0,954,680,0,0,477.0,340.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,21,21,132,132,2550,19.32,1,0,0.0,0,0,0,0,0,0,0,0,1,end_turn:1,1,0,0,0,,0,0,0,0,6,14.83,12119.0,680.0,1,1
2dcade5d71eb,2026-03-09T07:00:43.003000+00:00,2026-03-09 17:00:43,2026-03-09T07:00:53.604000+00:00,2026-03-09 17:00:53,+10:00,17,Monday,0.2,1,0,1,8,4,4,14853,777,0,0,1857.0,97.0,0.0,claude-haiku-4-5-20251001:8,claude-haiku-4-5-20251001,standard,not_available,standard,461,461,0,0,294.0,293.75,8,0,100.0,0,0,1,0,0,1,0,0,0,tool_use:3|end_turn:1,1,3,0,3,mcp__draad-tools__reply_to_human|mcp__draad-tools__search_history|mcp__draad-tools__send_message,0,0,0,0,16,45.28,88463.0,777.0,1,1
c1fe91fdb1e9,2026-03-09T07:00:55.847000+00:00,2026-03-09 17:00:55,2026-03-09T07:01:04.952000+00:00,2026-03-09 17:01:04,+10:00,17,Monday,0.2,1,0,1,3,1,1,5094,700,0,0,1698.0,233.0,0.0,claude-haiku-4-5-20251001:3,claude-haiku-4-5-20251001,standard,not_available,standard,588,588,0,0,597,597.0,3,0,100.0,0,0,1,0,0,6,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__send_message,0,0,0,0,8,19.77,38181.0,700.0,1,1
48946db0fe50,2026-03-09T07:01:08.630000+00:00,2026-03-09 17:01:08,2026-03-09T07:01:24.629000+00:00,2026-03-09 17:01:24,+10:00,17,Monday,0.3,1,0,1,5,2,2,12270,1107,0,0,2454.0,221.0,0.0,claude-haiku-4-5-20251001:5,claude-haiku-4-5-20251001,standard,not_available,standard,2336,2336,0,0,882.0,881.67,5,0,100.0,0,0,1,0,0,10,0,0,0,tool_use:2|end_turn:1,1,2,0,2,mcp__draad-tools__reply_to_human|mcp__draad-tools__send_message,0,0,0,0,11,18.75,50167.0,1107.0,1,1
ca73f10ad5ec,2026-03-09T07:01:25.303000+00:00,2026-03-09 17:01:25,2026-03-09T07:01:37.754000+00:00,2026-03-09 17:01:37,+10:00,17,Monday,0.2,1,0,1,5,2,2,11905,262,0,0,2381.0,52.0,0.0,claude-haiku-4-5-20251001:5,claude-haiku-4-5-20251001,standard,not_available,standard,2152,2152,0,0,544.0,543.67,5,0,100.0,0,0,0,0,0,8,0,0,0,tool_use:1|end_turn:1,1,1,0,2,mcp__draad-tools__reply_to_human|mcp__draad-tools__send_message,0,0,0,0,11,24.09,58631.0,262.0,1,1
f7043d47620a,2026-03-09T07:01:40.078000+00:00,2026-03-09 17:01:40,2026-03-09T07:02:02.399000+00:00,2026-03-09 17:02:02,+10:00,17,Monday,0.4,1,0,1,7,2,2,20541,1842,0,0,2934.0,263.0,0.0,claude-haiku-4-5-20251001:7,claude-haiku-4-5-20251001,standard,not_available,standard,2827,2827,164.0,164.0,1533.0,9.32,5,0,100.0,0,0,0,0,0,5,0,0,0,tool_use:2|end_turn:1,1,2,0,2,mcp__draad-tools__search_history|mcp__draad-tools__send_message,0,0,0,0,13,18.82,60167.0,1842.0,1,1
2f7a6c6e95e0,2026-03-09T07:02:06.071000+00:00,2026-03-09 17:02:06,2026-03-09T07:02:15.822000+00:00,2026-03-09 17:02:15,+10:00,17,Monday,0.2,1,0,1,4,1,1,9270,783,0,0,2318.0,196.0,0.0,claude-haiku-4-5-20251001:4,claude-haiku-4-5-20251001,standard,not_available,standard,2444,2444,280,280,934,3.34,3,0,100.0,0,0,0,0,0,1,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__send_message,0,0,0,0,9,24.61,61858.0,783.0,1,1
81d1a7a601a1,2026-03-09T07:02:19.002000+00:00,2026-03-09 17:02:19,2026-03-09T07:02:28.636000+00:00,2026-03-09 17:02:28,+10:00,17,Monday,0.2,1,0,1,4,1,1,8350,787,0,0,2088.0,197.0,0.0,claude-haiku-4-5-20251001:4,claude-haiku-4-5-20251001,standard,not_available,standard,1729,1729,201,201,1054.0,5.25,3,0,100.0,0,0,1,0,0,2,0,0,0,tool_use:1|end_turn:1,1,1,0,1,mcp__draad-tools__send_message,0,0,0,0,9,24.91,56905.0,787.0,1,1
11e193cad415,2026-03-09T07:02:59.329000+00:00,2026-03-09 17:02:59,2026-03-09T07:03:06.937000+00:00,2026-03-09 17:03:06,+10:00,17,Monday,0.1,1,0,0,2,0,0,1164,583,0,0,582.0,292.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,691,691,1794,2.6,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,15.77,13778.0,583.0,1,0
a40822dba5b8,2026-03-09T07:03:47.299000+00:00,2026-03-09 17:03:47,2026-03-09T07:03:57.697000+00:00,2026-03-09 17:03:57,+10:00,17,Monday,0.2,1,0,0,2,0,0,1070,1056,0,0,535.0,528.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,746,746,2832,3.8,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,11.54,12268.0,1056.0,1,0
17ff27dec439,2026-03-09T07:03:51.252000+00:00,2026-03-09 17:03:51,2026-03-09T07:03:57.291000+00:00,2026-03-09 17:03:57,+10:00,17,Monday,0.1,1,0,1,2,0,0,992,584,0,0,496.0,292.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,115,115,11,11,2102,191.09,2,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,19.87,15658.0,584.0,1,1
8c0897aecccb,2026-03-09T07:04:19.044000+00:00,2026-03-09 17:04:19,2026-03-09T07:04:27.171000+00:00,2026-03-09 17:04:27,+10:00,17,Monday,0.1,1,0,0,2,0,0,1188,760,0,0,594.0,380.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,605,605,2623,4.34,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,14.77,14382.0,760.0,1,0
0eaf1eea918d,2026-03-09T07:05:19.053000+00:00,2026-03-09 17:05:19,2026-03-09T07:05:51.093000+00:00,2026-03-09 17:05:51,+10:00,17,Monday,0.5,1,1,1,13,7,0,27,1304,149510,51476,2.0,100.0,74.4,claude-opus-4-6:13,claude-opus-4-6,standard,not_available,standard,2874,2874,152.0,80.0,0,0.0,8,0,0.0,1,0,1,0,0,0,0,0,0,tool_use:5,0,5,0,3,Bash|Edit|Read,0,0,0,0,69,24.34,2493.0,1304.0,1,1
51ef153df1ab,2026-03-09T07:05:32.141000+00:00,2026-03-09 17:05:32,2026-03-09T07:05:39.243000+00:00,2026-03-09 17:05:39,+10:00,17,Monday,0.1,1,0,0,2,0,0,1136,893,0,0,568.0,446.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,776,776,2459,3.17,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,16.9,17142.0,893.0,1,0
96a31dc3971e,2026-03-09T07:06:02.902000+00:00,2026-03-09 17:06:02,2026-03-09T07:06:25.485000+00:00,2026-03-09 17:06:25,+10:00,17,Monday,0.4,1,1,1,6,3,0,12,745,61638,17801,2.0,124.0,77.6,claude-opus-4-6:6,claude-opus-4-6,standard,not_available,standard,1346,1346,551.0,117,0,0.0,4,0,0.0,0,0,1,0,0,0,0,0,0,tool_use:2|end_turn:1,1,2,0,2,Bash|Read,0,0,0,0,24,15.94,2011.0,745.0,1,1
3797aec3e212,2026-03-09T07:06:04.312000+00:00,2026-03-09 17:06:04,2026-03-09T07:06:08.609000+00:00,2026-03-09 17:06:08,+10:00,17,Monday,0.1,1,0,0,2,0,0,1024,360,0,0,512.0,180.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,660,660,878,1.33,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,20.0,13840.0,360.0,1,0
267541c3d3ff,2026-03-09T07:06:08.338000+00:00,2026-03-09 17:06:08,2026-03-09T07:06:14.332000+00:00,2026-03-09 17:06:14,+10:00,17,Monday,0.1,1,0,1,2,0,0,960,515,0,0,480.0,258.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,36,36,14,14,1853,132.36,2,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,20.0,14750.0,515.0,1,1
f0bf50c978ec,2026-03-09T07:06:24.436000+00:00,2026-03-09 17:06:24,2026-03-09T07:06:32.962000+00:00,2026-03-09 17:06:32,+10:00,17,Monday,0.1,1,0,0,2,0,0,2698,633,0,0,1349.0,316.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,555,555,1995,3.59,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,14.07,23441.0,633.0,1,0
4ff899142a99,2026-03-09T07:06:28.489000+00:00,2026-03-09 17:06:28,2026-03-09T07:06:36.152000+00:00,2026-03-09 17:06:36,+10:00,17,Monday,0.1,1,0,1,2,0,0,2514,735,0,0,1257.0,368.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,33,33,133,133,2158,16.23,1,0,0.0,0,0,0,0,0,1,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,15.66,25439.0,735.0,1,1
bdb3dc71cc9c,2026-03-09T07:06:55.806000+00:00,2026-03-09 17:06:55,2026-03-09T07:08:07.022000+00:00,2026-03-09 17:08:07,+10:00,17,Monday,1.2,1,1,1,22,13,2,5660,3642,382000,34464,257.0,166.0,91.7,claude-opus-4-6:22,claude-opus-4-6,standard,not_available,standard,6535,6535,169.0,75,0,0.0,14,0,15.4,2,0,2,0,0,0,1,0,0,tool_use:11|end_turn:1,1,11,0,4,Bash|Edit|Glob|Read,0,0,0,0,98,18.54,7837.0,3642.0,1,1
